Dallas BBQ	2	3956 Broadway, New York	40.8396572	-73.940451
Daniel	4	60 East 65th Street, New York	40.7668083	-73.9675769
Danny's Delish Word Pizza	None	113 East 125th Street, New York	40.805003	-73.938056
David's	3	New York	40.7984058	-73.9334477
Deilines	1	1544 East 174th Street, Bronx	40.8341781	-73.8789634
Del Frisco's Double Eagle Steakhouse	4	1221 6th Avenue, New York	40.7594099	-73.98222
Di Fara Pizza	3	1424 Avenue J, Brooklyn	40.6250267	-73.9615228
Dinosaur Bar-B-Que	2	700 West 125th Street, New York	40.8180137	-73.9608451
Domino's Pizza	1	41 East 167th Street, Bronx	40.8358728	-73.9209907
Domino's Pizza	1	1351 Webster Avenue, Bronx	40.835338	-73.908214
Domino's Pizza	1	2075 Jerome Avenue, Bronx	40.8545415	-73.9070365
Domino's Pizza	1	921 East Tremont Avenue Ste A, Bronx	40.8419492	-73.8836145
Domino's Pizza	1	2554 Adam Clayton Powell Junior Boulevard, New York	40.8235759	-73.9380415
Domino's Pizza	1	3025 3rd Avenue, Bronx	40.8198258	-73.9135956
Domino's Pizza	1	220 East 161 Street Ste C, Bronx	40.8249049	-73.9205069
Domino's Pizza	1	153 East 116th Street, New York	40.7986495	-73.9411238
Don Pancho's	2	43 Bruckner Boulevard, Bronx	40.8068737	-73.9270298
Dos Caminos	2	675 Hudson Street, New York	40.7404331	-74.0054753
Doughnut Plant	2	379 Grand Street, New York	40.7163226	-73.9886495
Dragon Sea	1	703 East 180th Street, Bronx	40.8481185	-73.8885196
Dunkin'	1	26 West Burnside Avenue, Bronx	40.8536654	-73.9088392
Dunkin'	1	Gulf Gas Station, 1805 Webster Avenue, Bronx	40.8460242	-73.9023027
Dunkin'	1	1779 Southern Boulevard, Bronx	40.8380219	-73.8877653
Dunkin'	1	760 East Tremont Avenue, Bronx	40.8440771	-73.8887772
Dunkin'	1	925 Hunts Point Avenue, Bronx	40.8204222	-73.8915414
Dunkin'	1	Bp, 1730 Cross Bronx Expressway, Bronx	40.8354835	-73.8705729
Dunkin'	1	260 East 161 Street, Bronx	40.825546	-73.9189476
Dunkin'	1	3033 3rd Avenue, Bronx	40.8199185	-73.9135069
Dunkin'	1	839 Prospect Avenue, Bronx	40.8199753	-73.9018064
Dunkin'	1	In Mobil, 762 Southern Boulevard, Bronx	40.8150827	-73.8972098
Dunkin'	1	459 East 149th Street, Bronx	40.8154945	-73.915643
Dunkin'	1	2083 Lexington Avenue, New York	40.8046289	-73.9369984
E Hotel Banquet & Conference Center	None	3050 Woodbridge Avenue, Edison	40.5226058	-74.3361129
Eat Better Deli and Grill	None	4202, 527 East 137th Street, Bronx	40.8066811	-73.9189421
El Caldero	1	1267 Jerome Avenue, Bronx	40.8374845	-73.9207202
El Cantinero Poblano	None	231 Brook Avenue, Bronx	40.80742	-73.9195895
El Don Pichon	1	359 Southern Boulevard, Bronx	40.807323	-73.9083365
El Gran Valle	None	920 East 174th Street, Bronx	40.8371396	-73.8874655
El Grande Chef	None	237 East Tremont Avenue, Bronx	40.8490864	-73.9043851
El Nuevo Caridad	2	2257 2nd Avenue, New York	40.7969681	-73.938121
El Nuevo Mexico Lindo	None	587 Southern Boulevard, Bronx	40.8127809	-73.9024188
EL Nuevo Valle #2	1	855 East 180th Street, Bronx	40.8457403	-73.8834777
El Taquitos	1	138 Brook Avenue, Bronx	40.8051845	-73.9209412
El valle	2	733 East Tremont Avenue, Bronx	40.845	-73.8897222
El Valle	1	1008 Westchester Avenue, Bronx	40.8235502	-73.8934237
Elena's Restaurant	None	5 West Tremont Avenue, Bronx	40.852131	-73.909594
Ellen's Stardust Diner	2	1650 Broadway, New York	40.7618723	-73.9834356
Evelyn's Kitchen	2	2317 1st Avenue, New York	40.797756	-73.934384
Famous Fish Market	1	684 Saint Nicholas Avenue, New York	40.8236998	-73.944591
Felix Nutrition Center Herbalife Independent Distributor	None	271 East 150th Street, Bronx	40.818101	-73.922134
G Bar	2	579 Grand Concourse, Bronx	40.8195112	-73.927193
Galagala	None	13 East 175th Street, Bronx	40.8476186	-73.911569
Gar's Pizzeria	None	626 Melrose Avenue, Bronx	40.818091	-73.916665
Gilligan's	3	310 West Broadway, New York	40.7221457	-74.0046268
Ginny's Supper Club	2	310 Malcolm X Boulevard, New York	40.8080989	-73.9447535
Giovanni's	2	579 Grand Concourse, Bronx	40.8194431	-73.9272205
Golan Heights	1	2553 Amsterdam Avenue, New York	40.8515059	-73.9281685
Golden Krust	1	3958 Park Avenue, Bronx	40.8411064	-73.9024429
Golden Krust	1	456 Malcolm X Boulevard, New York	40.8125859	-73.941582
Golden Krust Caribbean Restaurant	1	70 West 125th Street, New York	40.808843	-73.946557
Golden Star	1	4247 Broadway, New York	40.8498569	-73.9363765
Good Taste	1	281 East 161 Street, Bronx	40.8255641	-73.9178641
Hard Rock Cafe	2	1 East 161 Street, Bronx	40.82854	-73.9258845
Hard Rock Cafe	2	1501 Broadway, New York	40.7570352	-73.9866112
Harlem Bar-B-Q	2	2367 Frederick Douglass Boulevard, New York	40.8116845	-73.950395
Harlem Shake	2	100 West 124th Street, New York	40.80711	-73.9463378
Harlem Tavern	2	2153 Frederick Douglass Boulevard, New York	40.8047593	-73.9554794
Hibachi Grill & Supreme Buffet	1	200 East 161 Street, Bronx	40.825094	-73.9215818
Hungry Bird	1	980 Morris Avenue, Bronx	40.8284331	-73.9167395
I Love NY Pizza	None	1739 East 172nd Street, Bronx	40.8326917	-73.8696807
IHOP	1	961 East 174th Street, Bronx	40.8374967	-73.8842015
IHOP	1	2294 Adam Clayton Powell Junior Boulevard, New York	40.8152405	-73.9441443
IHOP	1	2082 Lexington Avenue, New York	40.8048375	-73.9372813
Il Cafe Latte 1	2	189 Malcolm X Boulevard # 1, New York	40.8043667	-73.9483333
Indo Pak Halal	1	2173 2nd Avenue #2909, New York	40.7942869	-73.9399914
iPizzaNY	None	232 Willis Avenue, Bronx	40.8087472	-73.9228566
Jacob	1	373 Malcolm X Boulevard, New York	40.810265	-73.9440245
Jacob Restaurant	2	2695 Frederick Douglass Boulevard, New York	40.8217155	-73.9429692
Jade House	2	2131 Amsterdam Avenue, New York	40.8383343	-73.9378412
Jc Green Life Nyc	None	1343 Ogden Avenue, Bronx	40.8410548	-73.9253034
Jersey Mike's Subs	1	Yankee Stadium One, East 161 Street	40.82898	-73.92596
Jimbo's Hamburger Palace	1	1977 Jerome Avenue, Bronx	40.8523588	-73.9090618
Jimbo's Hamburger Palace	1	346 Devoe Avenue, Bronx	40.8391801	-73.8777906
Jimbo's Hamburgers	1	228 Willis Avenue, Bronx	40.8085926	-73.9229162
Johnny's Pizza Diner	1	535 East 180th Street, Bronx	40.8506906	-73.8937275
Karima Shipping Enterprises Inc.	None	945 Courtlandt Avenue, Bronx	40.8259606	-73.9137282
Keens Steakhouse	4	72 West 36th Street, New York	40.7507861	-73.9864611
Kennedy Chicken	None	639 Courtlandt Avenue, Bronx	40.8188152	-73.9186661
Kennedy Chicken And Pizza	None	2041 Grand Concourse, Bronx	40.8522571	-73.9042679
Kennedy Fried Chicken	1	198 East 167th Street, Bronx	40.8340478	-73.9169278
Kennedy Fried Chicken	1	2 East Tremont Avenue, Bronx	40.8516107	-73.9091529
Kennedy Fried Chicken	1	733 Westchester Avenue, Bronx	40.8176966	-73.9060743
Kennedy Fried Chicken	None	3045 3rd Avenue, Bronx	40.8201411	-73.9133525
Kennedy Fried Chicken	1	548 East 138th Street, Bronx	40.8066572	-73.917773
Kennedy Fried Chicken & Pizza	1	13 East Mount Eden Avenue, Bronx	40.8443626	-73.9143728
Kennedy Fried Chicken And barges	1	1282 Southern Boulevard, Bronx	40.8302085	-73.8917541
KFC	1	707 Malcolm X Boulevard, New York	40.8209538	-73.9363947
Krystal Bar & Lounge	2	1534 University Avenue, Bronx	40.8459	-73.9215
La Casa Del Mofongo	2	1447 Saint Nicholas Avenue, New York	40.8503448	-73.9332381
La Cocina De Agave	1	398 West 145th Street, New York	40.8240987	-73.9452729
La Cueva Fonda	1	961 Leggett Avenue, Bronx	40.8152627	-73.9000558
La Espiga 3 Estrellas	1	558 Southern Boulevard, Bronx	40.8121383	-73.9030739
La Hora Decisiva	None	689 Melrose Avenue, Bronx	40.8197904	-73.9162974
La Nostra Pizzeria	1	2146 2nd Avenue #3207, New York	40.793245	-73.940233
La Patrona Restaurant	None	558 Southern Boulevard, Bronx	40.8121383	-73.9030739
Lan Sheng	2	128 West 36th Street, New York	40.7514762	-73.9883517
Las Sirenas	1	1896 Jerome Avenue, Bronx	40.8499621	-73.9104406
Lido Restaurant	2	2168 Frederick Douglass Boulevard, New York	40.8049256	-73.9547605
Lincoln Fried Chicken	None	1635 Westchester Avenue, Bronx	40.829947	-73.874087
Linda's Pizzeria	1	3240 3rd Avenue, Bronx	40.8237252	-73.9086802
Little Caesars Pizza	1	1332 Saint Nicholas Avenue, New York	40.8464253	-73.9354693
Little Caesars Pizza	1	4 West Mount Eden Avenue, Bronx	40.844337	-73.914958
Little Caesars Pizza	1	1058 Southern Boulevard, Bronx	40.8245995	-73.8916639
Little Caesars Pizza	1	841 East 149th Street, Bronx	40.8126099	-73.904956
Lombardi's	2	32 Spring Street, New York	40.7215781	-73.9956856
Londel's	2	2620 Frederick Douglass Boulevard, New York	40.81936	-73.9442579
Los Hermanos Salazar	None	645 Courtlandt Avenue, Bronx	40.8189192	-73.9186459
Los Nisperos	None	500 East 149th Street, Bronx	40.8147648	-73.9148764
Made In Puerto Rico Bar & Lounge	2	26 Bruckner Boulevard, Bronx	40.8068497	-73.9284044
Magnolia	2	West 11th Street, 401 Bleecker Street, New York	40.7358805	-74.0049673
Maison Harlem	2	341 Saint Nicholas Avenue, New York	40.8122086	-73.9516596
MAKANA	2	2245 1st Avenue, New York	40.7956436	-73.9358857
Malecon	2	4141 Broadway, New York	40.8464014	-73.9386195
Mama Tina's Pizzeria	1	2649 Frederick Douglass Boulevard, New York	40.8206701	-73.9438883
Manna's	2	486 Malcolm X Boulevard, New York	40.8133241	-73.9410506
Manna's	2	54 East 125th Street, New York	40.8055005	-73.9404302
Manolo Tapas	2	4165 Broadway, New York	40.847218	-73.938372
Margarita's	1	915 Avenue Saint John, Bronx	40.8158754	-73.9025749
Mario's Pizza II	None	1011 Westchester Avenue, Bronx	40.82416	-73.893653
Marisco Centro	None	1736 Undercliff Avenue, Bronx	40.8509269	-73.9202294
Massawa	2	1239 Amsterdam Avenue, New York	40.809733	-73.958608
Master Grill	None	262 Cypress Avenue, Bronx	40.8059453	-73.9140183
Max Caffè	2	1262 Amsterdam Avenue, New York	40.8108742	-73.9583081
McDonald's	1	51-67 East 161 Street, Bronx	40.8280157	-73.9252853
McDonald's	1	4259 Broadway, New York	40.8501221	-73.9360547
McDonald's	1	1745 University Avenue, Bronx	40.850258	-73.916202
McDonald's	1	599 East Tremont Avenue, Bronx	40.8465891	-73.8934706
McDonald's	1	3279 3rd Avenue, Bronx	40.8251833	-73.908625
McDonald's	1	925 Hunts Point Avenue, Bronx	40.8203683	-73.8914534
McDonald's	1	2379 Adam Clayton Powell Junior Boulevard, New York	40.8179362	-73.9413396
Mela's	1	1735 Washington Avenue, Bronx	40.8431661	-73.9005395
Melba's	2	300 West 114th Street, New York	40.80311	-73.9566295
Mexicocina Mezcaleria	1	503 Jackson Avenue, Bronx	40.811954	-73.9097329
Mi Pueblito	1	111 East 167th Street, Bronx	40.8351196	-73.9188435
Mi Ranchito	None	1468 Saint Nicholas Avenue, New York	40.8507505	-73.9323059
Mi Romance Ecuatoriano Lucho Barrios	2	524 A Brook Avenue, Bronx	40.8144236	-73.9148787
Minton's Playhouse	2	206 West 118th Street, New York	40.804596	-73.952323
Mogridder's BBQ	2	565 Hunts Point Avenue, Bronx	40.8121063	-73.8836079
Molino Rojo Restaurant	1	101 East 161 Street, Bronx	40.82763	-73.924306
Momofuku Noodle Bar	2	171 1st Avenue, New York	40.7292083	-73.984415
Monte's Brick Oven	2	136 Alexander Avenue, Bronx	40.807227	-73.926808
Morton's The Steakhouse	4	551 5th Avenue, New York	40.7552153	-73.9787657
Mott Haven Bar & Grill	2	1 Bruckner Boulevard, Bronx	40.808266	-73.930453
Mottley Kitchen	None	402 East 140th Street, Bronx	40.8101505	-73.9216761
New Pepperonis Pizza	None	1308 Lafayette Avenue, Bronx	40.816568	-73.886682
Nikko	2	1280 Amsterdam Avenue, New York	40.8114605	-73.9578775
No.1 Wok	1	260 Cypress Avenue, Bronx	40.805894	-73.9140642
NOMO SOHO	3	9 Crosby Street, New York	40.7198142	-74.0000734
NY Famous Deli	None	1683 East 172nd Street, Bronx	40.8323402	-73.8720932
NYY Steak	3	1 East 161 Street, Bronx	40.8284647	-73.9258825
Olga	None	1324 Jerome Avenue, Bronx	40.838522	-73.9186821
Oyster	2	89 East 42nd Street, New York	40.7524823	-73.9774311
Paco's Pizza	None	2086 Arthur Avenue, Bronx	40.8491409	-73.891609
Pamela	None	1141 Washington Avenue #5308, Bronx	40.8295119	-73.9081594
Papa John's Pizza	1	1979 Jerome Avenue, Bronx	40.8524293	-73.9089761
Papa John's Pizza	1	3746 3rd Avenue, Bronx	40.8361429	-73.9024272
Papa John's Pizza	1	868 East Tremont Avenue, Bronx	40.8428499	-73.8862186
Papa John's Pizza	1	1520 Westchester Avenue, Bronx	40.8283748	-73.8789637
Papa John's Pizza	1	475 Willis Avenue, Bronx	40.8144409	-73.9193383
Papa John's Pizza	1	703 Malcolm X Boulevard Unit 2, New York	40.8208558	-73.9364552
Patsy's Pizzeria	1	2287 1st Avenue, New York	40.7971528	-73.9348807
Pepe Joe's Brick Oven Pizza	2	722 Courtlandt Avenue #5004, Bronx	40.8208287	-73.9173589
Per Se	4	4th Floor Time Warner Center, 10 Columbus Circle, New York	40.7682407	-73.9829029
Pershing Square	2	90 East 42nd Street #5409, New York	40.7520392	-73.9777384
Pio Pio	2	264 Cypress Avenue, Bronx	40.8059859	-73.9140452
Pisticci	2	125 La Salle Street, New York	40.8141746	-73.9603204
Pizza Express	1	19 East 170th Street, Bronx	40.8401352	-73.9169812
Pizza Hut	1	601 Westchester Avenue, Bronx	40.8162659	-73.9107364
Planet Hollywood	2	1540 Broadway, New York	40.7579436	-73.9851237
Popeyes Louisiana Kitchen	1	499 East 163rd Street, Bronx	40.8248919	-73.9095223
Popeyes Louisiana Kitchen	1	949 East 174th Street, Bronx	40.8369301	-73.8856174
Popeyes Louisiana Kitchen	1	400 East Tremont Avenue, Bronx	40.8477963	-73.9006762
Popeyes Louisiana Kitchen	1	1600 Bruckner Boulevard, Bronx	40.8229606	-73.8745842
Popeyes Louisiana Kitchen	1	220 East 161 Street, Bronx	40.824811	-73.9206977
Popeyes Louisiana Kitchen	1	845 East 149th Street, Bronx	40.8125472	-73.9046352
Popeyes Louisiana Kitchen	1	53 West 116th Street, New York	40.8018712	-73.948645
Popeyes Louisiana Kitchen	1	321 West 125th Street, New York	40.8108613	-73.9522747
Punto De Sabor	1	1464 Saint Nicholas Avenue, New York	40.8507154	-73.9323374
Quality Meats	4	57 West 58th Street, New York	40.7650085	-73.9761481
Rao's	3	455 East 114th Street, New York	40.7940354	-73.9341881
Red Lobster	2	5 Times Square #5, New York	40.7594424	-73.984545
Red Rooster	3	310 Lenox Avenue, New York	40.8081052	-73.9447692
Ricardo	2	2145 2nd Avenue, New York	40.7935083	-73.9406611
Rockin' Wellness	None	880 Garrison Avenue, Bronx	40.8167677	-73.8923702
Roy's	1	880 East Tremont Avenue, Bronx	40.8427086	-73.8858722
Ruth's Chris Steak House	4	1000 Harbor Boulevard, Weehawken	40.7594423	-74.0227033
Sabba Chicken & Ribs	1	1504 Westchester Avenue, Bronx	40.8282652	-73.8797462
Sabores Restaurant	None	582 Morris Avenue, Bronx	40.8181021	-73.9222356
Sams Famous Pizzeria	1	150 East 116th Street, New York	40.7983091	-73.941632
Sandy's Deli & Mexican Grill	None	1305 Rosedale Avenue, Bronx	40.8328114	-73.8697474
Scarlatto	3	646 Amsterdam Avenue, New York	40.7912699	-73.9727169
Seis Vecinos	2	640 Prospect Avenue, Bronx	40.8154018	-73.9029598
Shake Shack	2	E 23rd St and Madison Avenue Madison Square Park, New York	40.741498	-73.9881482
Shake Shack	2	691 8th Avenue, New York	40.758432	-73.989219
Shell	2	1845 Webster Avenue, Bronx	40.846707	-73.901762
Shrine	1	2271 Adam Clayton Powell Junior Boulevard, New York	40.8143	-73.944
Silvana	2	300 West 116th Street, New York	40.8044337	-73.9559234
Sofitel New York	3	45 West 44th Street, New York	40.7557052	-73.981849
St. Lawrence Pizza and Chicken	2	1788 Westchester Avenue, Bronx	40.831522	-73.866817
Starbucks	2	4001 Broadway, New York	40.841297	-73.939921
Starbucks	2	301 West 145th Street, New York	40.823334	-73.94265
Starbucks	2	260 East 161 Street, Bronx	40.82571	-73.919426
Starbucks	2	83 West 125th Street, New York	40.807803	-73.945136
STK Steakhouse Downtown NYC	4	26 Little West 12th Street, New York	40.73985	-74.0074444
Subway	1	4227 Broadway, New York	40.8492501	-73.9371161
Subway	1	18 East 170th Street, Bronx	40.8399142	-73.9173431
Subway	1	961 East 174th Street, Bronx	40.8377802	-73.8844752
Subway	1	1490 Boston Road, Bronx	40.8346179	-73.893978
Subway	1	597 East Tremont Avenue, Bronx	40.8467023	-73.8935175
Subway	1	1047 East 163rd Street, Bronx	40.8211608	-73.89106
Subway	1	1646 Bruckner Boulevard, Bronx	40.8231902	-73.8734893
Subway	1	839 D Prospect Avenue, Bronx	40.8199389	-73.9018567
Subway	1	2026 Boston Road Store 10, Bronx	40.8406065	-73.8791527
Subway	1	423A East 149th Street, Bronx	40.8159563	-73.9168038
Subway	1	3044 3rd Avenue, Bronx	40.820287	-73.9127563
Subway	1	91 East 161 Street, Bronx	40.82767	-73.924402
Subway	1	650 Grand Concourse, Bronx	40.8206059	-73.9253269
Subway	1	New York, 3209 Third Avenue Ground Floor	40.8233742	-73.9093419
Subway	1	837 East 149th Street, Bronx	40.8126341	-73.9050482
Subway	1	563 Lenox Street Store #2, New York	40.8165905	-73.9394434
Subway	1	300 West 135th Street, New York	40.8166277	-73.9473069
Subway	1	21 East 118th Street Ground Floor, New York	40.801499	-73.9439968
Subway	1	201 East 116th Street, New York	40.7980314	-73.9396943
Subway	1	111 Central Park North Space F, New York	40.7989249	-73.9527476
Subway	1	301 Cathedral Parkway Space #3, New York	40.8012143	-73.9580757
Subway	1	3419 Broadway, New York	40.8227044	-73.953553
Suyo	2	1401 Plaza Drive, Bronx	40.840605	-73.918249
Sylvia's	2	328 Malcolm X Boulevard, New York	40.8086445	-73.944479
Taco Bell	1	1731 Webster Avenue, Bronx	40.8438659	-73.9033727
Taco Bell	1	961 East 174th Street, Bronx	40.8374219	-73.8847441
Taco Bell	1	249 East 149th Street, Bronx	40.8177265	-73.9232809
Taco Bell	1	173 East 116th Street, New York	40.7984351	-73.9405747
TAO Uptown	3	42 East 58th Street, New York	40.7626593	-73.9714411
Tarrytown House Estate on The Hudson	None	49 East Sunnyside Lane, Tarrytown	41.0510663	-73.8567606
Teng Dragon	1	2260 1st Avenue #1, New York	40.7961549	-73.9351048
Tepango's	None	361 East 138th Street, Bronx	40.8097876	-73.9237871
Texas Chicken and Burgers	1	2104 Crotona Parkway, Bronx	40.8458255	-73.8837733
Texas Chicken and Burgers	1	235 Brook Avenue, Bronx	40.8078979	-73.9193459
The 40/40 Club	3	6 West 25th Street, New York	40.7429695	-73.9893858
The Cecil Steakhouse	3	210 West 118th Street, New York	40.8047705	-73.952519
The Dutch	3	131 Sullivan Street, New York	40.7265328	-74.0021536
The Grange	2	1635 Amsterdam Avenue, New York	40.8225205	-73.9493694
The J House Greenwich	None	1114 East Putnam Avenue, Riverside	41.040253	-73.584487
The Kiosk	2	80 East 116th Street, New York	40.7992366	-73.9436653
The Lowell Hotel	3	28 East 63rd Street, New York	40.7657325	-73.9692262
The Madison Hotel Morristown, NJ	None	1 Convent Road, Morristown	40.777565	-74.4450073
The Mark Hotel	None	25 East 77th Street, New York	40.7752711	-73.9633994
The Out Hotel	None	510 West 42nd Street, New York	40.7598237	-73.996455
The River Café	4	1 Water Street, Brooklyn	40.7037919	-73.994737
The Smith	2	956 2nd Avenue, New York	40.755202	-73.967987
Toast Uptown	2	3157 Broadway, New York	40.814772	-73.959351
Tori's	None	859 East 149th Street, Bronx	40.8118239	-73.903503
Tribeca Grill	3	375 Greenwich Street, New York	40.7196368	-74.009776
Union Hotel, Ascend Hotel Collection	None	611 Degraw Street, Brooklyn	40.679225	-73.983162
Viana Hotel and Spa	None	3998 Brush Hollow Road, Westbury	40.7763839	-73.5588395
Wendy's	1	4040 3rd Avenue, Bronx	40.8428095	-73.8978651
Wendy's	1	3939 Broadway, New York	40.8392178	-73.941455
Westfield Garden State Plaza	None	One Garden State Plaza, Paramus	40.9172258	-74.0756392
White Castle	1	2094 Adam Clayton Powell Junior Boulevard, New York	40.8088317	-73.9488051
Wimpy's	1	2334 2nd Avenue A, New York	40.799297	-73.93587
Xime Authentic Mexican Restaurant	None	448 East 138th Street, Bronx	40.8082697	-73.9214205
Xin Ya	None	898 Hunts Point Avenue, Bronx	40.8194093	-73.8894303
Yaroa	None	1881 Grand Concourse, Bronx	40.8488559	-73.906948
YOTEL New York	None	570 10th Avenue, New York	40.7592033	-73.9954829
